file;title_en;type_en;text_en;title_fr;type_fr;text_fr
../TacticsCards/UNDERDOG/Giant Killer.png;Giant Killer;Underdog Tactics;"| Play this card at the start of the battle, before
the first round.

For the duration of the battle, all of your |
fighters gain 1 extra Experience point for
taking an enemy fighter Out of Action.";Tueur géant;Underdog;Jouez cette tactique au début du combat, avant le premier tour. Pendant toute la durée du combat, tous vos combattants gagnent 1 point d'expérience supplémentaire lorsqu'ils mettent un combattant ennemi Out of Action.
../TacticsCards/UNDERDOG/Grateful Trader.png;Grateful Trader;Underdog Tactics;"Play this card during Step 7 of the pre-battle
sequence.

Choose one item of Wargear from the Trading
Post, up to a value of 3D6x10 credits with

a Rarity of 10 or less. For the duration of this
game, you may equip one of your fighters with
the item. If you win the battle, that fighter may
Keep the item.";Commerçant reconnaissant;Underdog;Jouez cette tactique lors de l'étape 7 de la séquence d’avant combat. Choisissez un équipement au Trading post, d'une valeur maximale de 3D6×10 crédits et d'une rareté de 10 ou moins. Pendant toute la durée de cette partie, vous pouvez équiper l'un de vos combattants avec cet équipement. Si vous remportez le combat, ce combattant peut conserver l'équipement.
../TacticsCards/UNDERDOG/Hard Training.png;Hard Training;Underdog Tactics;"During Step 7 of the pre-battle sequence, tuck
this card under the Fighter card of one of your
fighters, but do not reveal it to your opponent.
When the fighter activates for the first time,
reveal this card. You may immediately give this
fighter one Primary skill and one Secondary skill
of your choice. These skills last until the end of
the battle.";Entraînement intensif;Underdog;Au cours de l'étape 7 de la séquence d’avant combat, placez cette carte sous celle de l’un de vos combattant, mais ne la montrez pas à votre adversaire. Lorsque ce combattant s'active pour la première fois, montrez cette carte. Vous pouvez immédiatement attribuer à ce combattant une compétence principale et une compétence secondaire de votre choix. Ces compétences restent actives jusqu'à  la fin du combat.
../TacticsCards/UNDERDOG/Miraculous Recovery.png;Miraculous Recovery;Underdog Tactics;"Play this card during Step 7 of the pre-battle
sequence.

Choose one of your fighters who is in |
recovery. The fighter makes a sudden
recovery and is no longer in Recovery. You
may immediately swap this fighter for |
another fighter in your crew. |";Récupération miraculeuse;Underdog;Jouez cette tactique à l'étape 7 de la séquence d’avant combat. Choisissez l'un de vos combattants qui est en Recovery. Ce combattant se remet soudainement et n'est plus en Recovery. Vous pouvez immédiatement échanger ce combattant contre un autre combattant de votre équipe.
../TacticsCards/UNDERDOG/Old Wound.png;Old Wound;Underdog Tactics;"| Play this card during Step 7 of the pre-battle
sequence.

Choose one of your opponent's fighters. |
This fighter begins the game with a Flesh
Wound.";Vieille blessure;Underdog;Jouez cette tactique à l'étape 7 de la séquence d’avant combat. Choisissez l'un des combattants de votre adversaire. Ce combattant commence la partie avec une Flesh wound.
../TacticsCards/UNDERDOG/Paid in Full.png;Paid in Full;Underdog Tactics;"| Play this card during Step 3 of the post-
battle sequence.

For each friendly fighter who was taken Out |
of Action, add D6x10 credits to your gang's
Stash.";Payé rubis sur l’ongle;Underdog;Jouez cette tactique lors de l'étape 3 de la séquence d'après-combat. Pour chaque combattant allié qui a été mis Out of Action, ajoutez D6×10 crédits au butin de votre gang.
../TacticsCards/UNDERDOG/Secret Stash.png;Secret Stash;Underdog Tactics;"| Play this card during Step 3 of the post-
battle sequence.

If at least one of your fighters survived the |
battle without going Out of Action, add
3D6x10 credits to your gang’s Stash.";Cachette secrète;Underdog;Jouez cette tactique lors de l'étape 3 de la séquence d'après-combat. Si au moins un de vos combattants a survécu au combat sans être mis Out of Action, ajoutez 3D6 × 10 crédits au magot de votre gang.
../TacticsCards/UNDERDOG/Sudden Death.png;Sudden Death;Underdog Tactics;"| During Step 7 of the pre-battle sequence,
tuck this card under the Fighter card of one
of your fighters, but do not reveal it to your
opponent. |
Should this fighter take and enemy
Champion or Leader Out of Action, your
gang gains +6 Reputation.";Mort subite;Underdog;À l'étape 7 de la séquence d'avant-combat, placez cette carte sous celle de l'un de vos combattants, mais ne la montrez pas à votre adversaire. Si ce combattant met Out of Action un champion ou un leader ennemi, votre gang gagne +6 en Réputation.
../TacticsCards/UNDERDOG/Survivalist.png;Survivalist;Underdog Tactics;"During Step 7 of the pre-battle sequence, tuck
this card under the Fighter card of one of your
fighters, but do not reveal it to your opponent.
If, at the end of the battle, this fighter has not
gone Out of Action or succumbed to their
injuries, they gain D6 Experience points.";Survivaliste;Underdog;Au cours de l'étape 7 de la séquence d’avant combat, placez cette carte sous celle de l'un de vos combattants, mais ne la montrez pas à votre adversaire. Si, à la fin du combat, ce combattant n’a pas été mis Out of Action, il gagne D6 points d'expérience.
../TacticsCards/UNDERDOG/Wandering Doc.png;Wandering Doc;Underdog Tactics;"| Play this card during Step 5 of the post-
battle sequence.

You may make one Medical Escort action
without having to pay the Doc's fee of

2D6x 10 credits from your gang's Stash.";Doc errant;Underdog;Jouez cette tactique lors de l'étape 5 de la séquence d'après-combat. Vous pouvez effectuer une action de Medical escort sans avoir à payer les honoraires du Doc.
../TacticsCards/UNDERDOG/Welcome Stranger 1.png;Welcome Stranger;Underdog Tactics;"Play this card during Step 7 of the pre-battle
sequence.

Your gang may immediately hire a eG Hired
Gun worth up to 200 credits for free. ‘This
fighter is added to your crew prior to deployment
If no suitable model is available, discard this card
and draw another.

Note that this card is included twice in this deck,
potentially allowing two Hired Guns to be fielde";Bienvenue, étranger;Underdog;Jouez cette tactique lors de l'étape 7 de la séquence d’avant combat. Votre gang peut immédiatement engager gratuitement un mercenaire d'une valeur maximale de 200 crédits. Ce combattant est ajouté à votre équipe avant le déploiement.
../TacticsCards/UNDERDOG/Welcome Stranger 2.png;Welcome Stranger;Underdog Tactics;"Play this card during Step 7 of the pre-battle
sequence.

Your gang may immediately hire a eG Hired
Gun worth up to 200 credits for free. ‘This
fighter is added to your crew prior to deployment
If no suitable model is available, discard this card
and draw another.

Note that this card is included twice in this deck,
potentially allowing two Hired Guns to be fielde";Bienvenue, étranger;Underdog;Jouez cette tactique lors de l'étape 7 de la séquence d’avant combat. Votre gang peut immédiatement engager gratuitement un mercenaire d'une valeur maximale de 200 crédits. Ce combattant est ajouté à votre équipe avant le déploiement.
../TacticsCards/VAN SAAR/ Bodyguard.png;| Bodyguard;Yan Saar Tactics;"Play this gang tactic at the start of the
Deployment step of the pre-battle sequence,
before any fighters have been deployed.

One fighter with the Gang Fighter (X) belonging
to your gang that is not part of your starting crew
may be added to your starting crew. Nominate

a Leader or Champion within your crew. For the
duration of this battle, the chosen Gang Fighter
(X) follows the rules for Exotic Beasts, as if they
were owned by the chosen Leader and Champion";Garde du corps;Van Saar;Jouez cette tactique au début de l’étape de déploiement de la séquence d’avant-bataille, avant que les combattants ne soient déployés. Un combattant doté de la compétence Gang fighter (X) de votre gang et ne faisant pas partie de votre gang de départ peut être ajouté à votre gang de départ. Désignez un leader ou un champion au sein de votre équipe. Pendant toute la durée de cette bataille, le Gang fighter (X) choisi suit les règles applicables aux bêtes exotiques, comme s’il appartenait au leader et au champion désignés.
../TacticsCards/VAN SAAR/Ablative Mesh.png;Ablative Mesh;Yan Saar Tactics;"Play this gang tactic when a friendly Van Saar
fighter suffers a hit from any weapon with

a Strength characteristic other than '~’.

Treat this hit as having been caused by a weapon
with the Knockback trait but do not resolve

the hit itself. Instead, the hit is discarded.";Maille ablative;Van Saar;Utilisez cette tactique lorsqu'un combattant allié Van Saar subit un coup porté par une arme dont la caractéristique de Force n'est pas « ~ ». Considérez ce coup comme ayant été infligé par une arme dotée du trait Knockback, mais ne résolvez pas le coup lui-même. Au lieu de cela, le coup est ignoré.
../TacticsCards/VAN SAAR/Ammo Dump.png;Ammo Dump;Yan Saar Tactics;"Play this tactic at the start of the Deployment
step of the pre-battle sequence, before any
fighters have been deployed. Place an additional
Ammo crate anywhere on the battlefield. Any
fighter that activates whilst within 3"" of this
Ammo crate that is not Seriously Injured and
that has a weapon that is currently Out of
Ammo may immediately make a free Reload
(Simple) action. A fighter can make this action
even if they would normally be unable to do so,
e.g., if an Out of Ammo weapon has Scarce trait.";Dépôt de munitions;Van Saar;"Jouez cette tactique au début de la phase de déploiement, avant que le moindre combattant n'ait été déployé. Placez une caisse de munitions supplémentaire n'importe où sur le champ de bataille. Tout combattant qui s'active alors qu'il se trouve à au moins 3"" de cette caisse de munitions, qui n'est pas Seriously injured  peut immédiatement effectuer une action de Reload (simple). Un combattant peut effectuer cette action même s’il ne serait normalement pas en mesure de le faire, par exemple si une arme à court de munitions possède le trait Scarce."
../TacticsCards/VAN SAAR/Arachni-ropes.png;Arachni-ropes;Yan Saar Tactics;"Play this gang tactic at the start of the battle,
after both sides have deployed, but before the
first round.

For the duration of this battle, D6 friendly
fighters of your choice in your starting crew
count as being equipped with a grav chute
(make a note of this on the chosen fighters'
Fighter cards).";Arachni-cordes;Van Saar;Utilisez cette tactique au début de la bataille, une fois que les deux camps se sont déployés, mais avant le premier tour. Pendant toute la durée de cette bataille, D6 combattant alliés de votre choix parmi votre gang de départ sont considérés comme équipés d’un Grav chute.
../TacticsCards/VAN SAAR/Auto-Healer.png;Auto-Healer;Van Saar Tactics;"| Play this card at the start of any End phase.

|

Choose one Seriously Injured fighter. Rather

than rolling the Injury dice, you can choose ©
to have the fighter suffer a Flesh Wound and

become Pinned.

|

|";Guérisseur automatique;Van Saar;Jouez cette tactique au début de n'importe quelle phase de fin. Choisissez un combattant Seriously injured. Au lieu de faire le Injury roll, vous pouvez choisir de faire subir à ce combattant une Flesh wound et de le rendre Pinned.
